Chromosome	Start	Ratio	MedianRatio	CopyNumber	BAF	estimatedBAF	Genotype	UncertaintyOfGT
18	47200001	-1	-1	2	-1	2	-	-1
18	47250001	-1	-1	2	-1	2	-	-1
18	47300001	-1	-1	2	-1	2	-	-1
18	47350001	-1	-1	2	-1	2	-	-1
18	47400001	-1	-1	2	-1	2	-	-1
18	47450001	-1	-1	2	-1	2	-	-1
18	47500001	-1	-1	2	-1	2	-	-1
18	47550001	-1	-1	2	-1	2	-	-1
18	47600001	-1	-1	2	-1	2	-	-1
18	47650001	-1	-1	2	-1	2	-	-1
18	47700001	-1	-1	2	-1	2	-	-1
18	47750001	-1	-1	2	-1	2	-	-1
18	47800001	-1	-1	2	-1	2	-	-1
18	47850001	-1	-1	2	-1	2	-	-1
18	47900001	-1	-1	2	-1	2	-	-1
18	47950001	-1	-1	2	-1	2	-	-1
18	48000001	-1	-1	2	-1	2	-	-1
18	48050001	-1	-1	2	-1	2	-	-1
18	48100001	-1	-1	2	-1	2	-	-1
18	48150001	-1	-1	2	-1	2	-	-1
18	48200001	-1	-1	2	-1	2	-	-1
18	48250001	-1	-1	2	-1	2	-	-1
18	48300001	-1	-1	2	-1	2	-	-1
18	48350001	-1	-1	2	-1	2	-	-1
18	48400001	-1	-1	2	-1	2	-	-1
18	48450001	-1	-1	2	-1	2	-	-1
18	48500001	-1	-1	2	-1	2	-	-1
18	48550001	-1	-1	2	-1	2	-	-1
18	48600001	-1	-1	2	-1	2	-	-1
18	48650001	-1	-1	2	-1	2	-	-1
18	48700001	-1	-1	2	-1	2	-	-1
18	48750001	-1	-1	2	-1	2	-	-1
18	48800001	-1	-1	2	-1	2	-	-1
18	48850001	-1	-1	2	-1	2	-	-1
18	48900001	-1	-1	2	-1	2	-	-1
18	48950001	-1	-1	2	-1	2	-	-1
18	49000001	-1	-1	2	-1	2	-	-1
18	49050001	-1	-1	2	-1	2	-	-1
18	49100001	-1	-1	2	-1	2	-	-1
18	49150001	-1	-1	2	-1	2	-	-1
18	49200001	-1	-1	2	-1	2	-	-1
18	49250001	-1	-1	2	-1	2	-	-1
18	49300001	-1	-1	2	-1	2	-	-1
18	49350001	-1	-1	2	-1	2	-	-1
18	49400001	-1	-1	2	-1	2	-	-1
18	49450001	-1	-1	2	-1	2	-	-1
18	49500001	-1	-1	2	-1	2	-	-1
18	49550001	-1	-1	2	-1	2	-	-1
18	49600001	-1	-1	2	-1	2	-	-1
18	49650001	-1	-1	2	-1	2	-	-1
18	49700001	-1	-1	2	-1	2	-	-1
18	49750001	-1	-1	2	-1	2	-	-1
18	49800001	-1	-1	2	-1	2	-	-1
18	49850001	-1	-1	2	-1	2	-	-1
18	49900001	-1	-1	2	-1	2	-	-1
18	49950001	-1	-1	2	-1	2	-	-1
18	50000001	-1	-1	2	-1	2	-	-1
18	50050001	-1	-1	2	-1	2	-	-1
18	50100001	-1	-1	2	-1	2	-	-1
18	50150001	-1	-1	2	-1	2	-	-1
18	50200001	-1	-1	2	-1	2	-	-1
18	50250001	-1	-1	2	-1	2	-	-1
18	50300001	-1	-1	2	-1	2	-	-1
18	50350001	-1	-1	2	-1	2	-	-1
18	50400001	-1	-1	2	-1	2	-	-1
18	50450001	-1	-1	2	-1	2	-	-1
18	50500001	-1	-1	2	-1	2	-	-1
18	50550001	-1	-1	2	-1	2	-	-1
18	50600001	-1	-1	2	-1	2	-	-1
18	50650001	-1	-1	2	-1	2	-	-1
18	50700001	-1	-1	2	-1	2	-	-1
18	50750001	-1	-1	2	-1	2	-	-1
18	50800001	-1	-1	2	-1	2	-	-1
18	50850001	-1	-1	2	-1	2	-	-1
18	50900001	-1	-1	2	-1	2	-	-1
18	50950001	-1	-1	2	-1	2	-	-1
18	51000001	-1	-1	2	-1	2	-	-1
18	51050001	-1	-1	2	-1	2	-	-1
18	51100001	-1	-1	2	-1	2	-	-1
18	51150001	-1	-1	2	-1	2	-	-1
18	51200001	-1	-1	2	-1	2	-	-1
18	51250001	-1	-1	2	-1	2	-	-1
18	51300001	-1	-1	2	-1	2	-	-1
18	51350001	-1	-1	2	-1	2	-	-1
18	51400001	-1	-1	2	-1	2	-	-1
18	51450001	-1	-1	2	-1	2	-	-1
18	51500001	-1	-1	2	-1	2	-	-1
18	51550001	-1	-1	2	-1	2	-	-1
18	51600001	-1	-1	2	-1	2	-	-1
18	51650001	-1	-1	2	-1	2	-	-1
18	51700001	-1	-1	2	-1	2	-	-1
18	51750001	-1	-1	2	-1	2	-	-1
18	51800001	-1	-1	2	-1	2	-	-1
18	51850001	-1	-1	2	-1	2	-	-1
18	51900001	-1	-1	2	-1	2	-	-1
18	51950001	-1	-1	2	-1	2	-	-1
18	52000001	-1	-1	2	-1	2	-	-1
18	52050001	-1	-1	2	-1	2	-	-1
18	52100001	-1	-1	2	-1	2	-	-1
18	52150001	-1	-1	2	-1	2	-	-1
18	52200001	-1	-1	2	-1	2	-	-1
18	52250001	-1	-1	2	-1	2	-	-1
18	52300001	-1	-1	2	-1	2	-	-1
18	52350001	-1	-1	2	-1	2	-	-1
18	52400001	-1	-1	2	-1	2	-	-1
18	52450001	-1	-1	2	-1	2	-	-1
18	52500001	-1	-1	2	-1	2	-	-1
18	52550001	-1	-1	2	-1	2	-	-1
18	52600001	-1	-1	2	-1	2	-	-1
18	52650001	-1	-1	2	-1	2	-	-1
18	52700001	-1	-1	2	-1	2	-	-1
18	52750001	-1	-1	2	-1	2	-	-1
18	52800001	-1	-1	2	-1	2	-	-1
18	52850001	-1	-1	2	-1	2	-	-1
18	52900001	-1	-1	2	-1	2	-	-1
18	52950001	-1	-1	2	-1	2	-	-1
18	53000001	-1	-1	2	-1	2	-	-1
18	53050001	-1	-1	2	-1	2	-	-1
18	53100001	-1	-1	2	-1	2	-	-1
18	53150001	-1	-1	2	-1	2	-	-1
18	53200001	-1	-1	2	-1	2	-	-1
18	53250001	-1	-1	2	-1	2	-	-1
18	53300001	-1	-1	2	-1	2	-	-1
18	53350001	-1	-1	2	-1	2	-	-1
18	53400001	-1	-1	2	-1	2	-	-1
18	53450001	-1	-1	2	-1	2	-	-1
18	53500001	-1	-1	2	-1	2	-	-1
18	53550001	-1	-1	2	-1	2	-	-1
18	53600001	-1	-1	2	-1	2	-	-1
18	53650001	-1	-1	2	-1	2	-	-1
18	53700001	-1	-1	2	-1	2	-	-1
18	53750001	-1	-1	2	-1	2	-	-1
18	53800001	-1	-1	2	-1	2	-	-1
18	53850001	-1	-1	2	-1	2	-	-1
18	53900001	-1	-1	2	-1	2	-	-1
18	53950001	-1	-1	2	-1	2	-	-1
18	54000001	-1	-1	2	-1	2	-	-1
18	54050001	-1	-1	2	-1	2	-	-1
18	54100001	-1	-1	2	-1	2	-	-1
18	54150001	-1	-1	2	-1	2	-	-1
18	54200001	-1	-1	2	-1	2	-	-1
18	54250001	-1	-1	2	-1	2	-	-1
18	54300001	-1	-1	2	-1	2	-	-1
18	54350001	-1	-1	2	-1	2	-	-1
18	54400001	-1	-1	2	-1	2	-	-1
18	54450001	-1	-1	2	-1	2	-	-1
18	54500001	-1	-1	2	-1	2	-	-1
18	54550001	-1	-1	2	-1	2	-	-1
18	54600001	-1	-1	2	-1	2	-	-1
18	54650001	-1	-1	2	-1	2	-	-1
18	54700001	-1	-1	2	-1	2	-	-1
18	54750001	-1	-1	2	-1	2	-	-1
18	54800001	-1	-1	2	-1	2	-	-1
18	54850001	-1	-1	2	-1	2	-	-1
18	54900001	-1	-1	2	-1	2	-	-1
18	54950001	-1	-1	2	-1	2	-	-1
18	55000001	-1	-1	2	-1	2	-	-1
18	55050001	-1	-1	2	-1	2	-	-1
18	55100001	-1	-1	2	-1	2	-	-1
18	55150001	-1	-1	2	-1	2	-	-1
18	55200001	-1	-1	2	-1	2	-	-1
18	55250001	-1	-1	2	-1	2	-	-1
18	55300001	-1	-1	2	-1	2	-	-1
18	55350001	-1	-1	2	-1	2	-	-1
18	55400001	-1	-1	2	-1	2	-	-1
18	55450001	-1	-1	2	-1	2	-	-1
18	55500001	-1	-1	2	-1	2	-	-1
18	55550001	-1	-1	2	-1	2	-	-1
18	55600001	-1	-1	2	-1	2	-	-1
18	55650001	-1	-1	2	-1	2	-	-1
18	55700001	-1	-1	2	-1	2	-	-1
18	55750001	-1	-1	2	-1	2	-	-1
18	55800001	-1	-1	2	-1	2	-	-1
18	55850001	-1	-1	2	-1	2	-	-1
18	55900001	-1	-1	2	-1	2	-	-1
18	55950001	-1	-1	2	-1	2	-	-1
18	56000001	-1	-1	2	-1	2	-	-1
18	56050001	-1	-1	2	-1	2	-	-1
18	56100001	-1	-1	2	-1	2	-	-1
18	56150001	-1	-1	2	-1	2	-	-1
18	56200001	-1	-1	2	-1	2	-	-1
18	56250001	-1	-1	2	-1	2	-	-1
18	56300001	-1	-1	2	-1	2	-	-1
18	56350001	-1	-1	2	-1	2	-	-1
18	56400001	-1	-1	2	-1	2	-	-1
18	56450001	-1	-1	2	-1	2	-	-1
18	56500001	-1	-1	2	-1	2	-	-1
18	56550001	-1	-1	2	-1	2	-	-1
18	56600001	-1	-1	2	-1	2	-	-1
18	56650001	-1	-1	2	-1	2	-	-1
18	56700001	-1	-1	2	-1	2	-	-1
18	56750001	-1	-1	2	-1	2	-	-1
18	56800001	-1	-1	2	-1	2	-	-1
18	56850001	-1	-1	2	-1	2	-	-1
18	56900001	-1	-1	2	-1	2	-	-1
18	56950001	-1	-1	2	-1	2	-	-1
18	57000001	-1	-1	2	-1	2	-	-1
18	57050001	-1	-1	2	-1	2	-	-1
18	57100001	-1	-1	2	-1	2	-	-1
18	57150001	-1	-1	2	-1	2	-	-1
18	57200001	-1	-1	2	-1	2	-	-1
18	57250001	-1	-1	2	-1	2	-	-1
18	57300001	-1	-1	2	-1	2	-	-1
18	57350001	-1	-1	2	-1	2	-	-1
18	57400001	-1	-1	2	-1	2	-	-1
18	57450001	-1	-1	2	-1	2	-	-1
18	57500001	-1	-1	2	-1	2	-	-1
18	57550001	-1	-1	2	-1	2	-	-1
18	57600001	-1	-1	2	-1	2	-	-1
18	57650001	-1	-1	2	-1	2	-	-1
18	57700001	-1	-1	2	-1	2	-	-1
18	57750001	-1	-1	2	-1	2	-	-1
18	57800001	-1	-1	2	-1	2	-	-1
18	57850001	-1	-1	2	-1	2	-	-1
18	57900001	-1	-1	2	-1	2	-	-1
18	57950001	-1	-1	2	-1	2	-	-1
18	58000001	-1	-1	2	-1	2	-	-1
18	58050001	-1	-1	2	-1	2	-	-1
18	58100001	-1	-1	2	-1	2	-	-1
18	58150001	-1	-1	2	-1	2	-	-1
18	58200001	-1	-1	2	-1	2	-	-1
18	58250001	-1	-1	2	-1	2	-	-1
18	58300001	-1	-1	2	-1	2	-	-1
18	58350001	-1	-1	2	-1	2	-	-1
18	58400001	-1	-1	2	-1	2	-	-1
18	58450001	-1	-1	2	-1	2	-	-1
18	58500001	-1	-1	2	-1	2	-	-1
18	58550001	-1	-1	2	-1	2	-	-1
18	58600001	-1	-1	2	-1	2	-	-1
18	58650001	-1	-1	2	-1	2	-	-1
18	58700001	-1	-1	2	-1	2	-	-1
18	58750001	-1	-1	2	-1	2	-	-1
18	58800001	-1	-1	2	-1	2	-	-1
18	58850001	-1	-1	2	-1	2	-	-1
18	58900001	-1	-1	2	-1	2	-	-1
18	58950001	-1	-1	2	-1	2	-	-1
18	59000001	-1	-1	2	-1	2	-	-1
18	59050001	-1	-1	2	-1	2	-	-1
18	59100001	-1	-1	2	-1	2	-	-1
18	59150001	-1	-1	2	-1	2	-	-1
18	59200001	-1	-1	2	-1	2	-	-1
18	59250001	-1	-1	2	-1	2	-	-1
18	59300001	-1	-1	2	-1	2	-	-1
18	59350001	-1	-1	2	-1	2	-	-1
18	59400001	-1	-1	2	-1	2	-	-1
18	59450001	-1	-1	2	-1	2	-	-1
18	59500001	-1	-1	2	-1	2	-	-1
18	59550001	-1	-1	2	-1	2	-	-1
18	59600001	-1	-1	2	-1	2	-	-1
18	59650001	-1	-1	2	-1	2	-	-1
18	59700001	-1	-1	2	-1	2	-	-1
18	59750001	-1	-1	2	-1	2	-	-1
18	59800001	-1	-1	2	-1	2	-	-1
18	59850001	-1	-1	2	-1	2	-	-1
18	59900001	-1	-1	2	-1	2	-	-1
18	59950001	-1	-1	2	-1	2	-	-1
18	60000001	-1	-1	2	-1	2	-	-1
18	60050001	-1	-1	2	-1	2	-	-1
18	60100001	-1	-1	2	-1	2	-	-1
18	60150001	-1	-1	2	-1	2	-	-1
18	60200001	-1	-1	2	-1	2	-	-1
18	60250001	-1	-1	2	-1	2	-	-1
18	60300001	-1	-1	2	-1	2	-	-1
18	60350001	-1	-1	2	-1	2	-	-1
18	60400001	-1	-1	2	-1	2	-	-1
18	60450001	-1	-1	2	-1	2	-	-1
18	60500001	-1	-1	2	-1	2	-	-1
18	60550001	-1	-1	2	-1	2	-	-1
18	60600001	-1	-1	2	-1	2	-	-1
18	60650001	-1	-1	2	-1	2	-	-1
18	60700001	-1	-1	2	-1	2	-	-1
18	60750001	-1	-1	2	-1	2	-	-1
18	60800001	-1	-1	2	-1	2	-	-1
18	60850001	-1	-1	2	-1	2	-	-1
18	60900001	-1	-1	2	-1	2	-	-1
18	60950001	-1	-1	2	-1	2	-	-1
18	61000001	-1	-1	2	-1	2	-	-1
18	61050001	-1	-1	2	-1	2	-	-1
18	61100001	-1	-1	2	-1	2	-	-1
18	61150001	-1	-1	2	-1	2	-	-1
18	61200001	-1	-1	2	-1	2	-	-1
18	61250001	-1	-1	2	-1	2	-	-1
18	61300001	-1	-1	2	-1	2	-	-1
18	61350001	-1	-1	2	-1	2	-	-1
18	61400001	-1	-1	2	-1	2	-	-1
18	61450001	-1	-1	2	-1	2	-	-1
18	61500001	-1	-1	2	-1	2	-	-1
18	61550001	-1	-1	2	-1	2	-	-1
18	61600001	-1	-1	2	-1	2	-	-1
18	61650001	-1	-1	2	-1	2	-	-1
18	61700001	-1	-1	2	-1	2	-	-1
18	61750001	-1	-1	2	-1	2	-	-1
18	61800001	-1	-1	2	-1	2	-	-1
18	61850001	-1	-1	2	-1	2	-	-1
18	61900001	-1	-1	2	-1	2	-	-1
18	61950001	-1	-1	2	-1	2	-	-1
18	62000001	-1	-1	2	-1	2	-	-1
18	62050001	-1	-1	2	-1	2	-	-1
18	62100001	-1	-1	2	-1	2	-	-1
18	62150001	-1	-1	2	-1	2	-	-1
18	62200001	-1	-1	2	-1	2	-	-1
18	62250001	-1	-1	2	-1	2	-	-1
18	62300001	-1	-1	2	-1	2	-	-1
18	62350001	-1	-1	2	-1	2	-	-1
18	62400001	-1	-1	2	-1	2	-	-1
18	62450001	-1	-1	2	-1	2	-	-1
18	62500001	-1	-1	2	-1	2	-	-1
18	62550001	-1	-1	2	-1	2	-	-1
18	62600001	-1	-1	2	-1	2	-	-1
18	62650001	-1	-1	2	-1	2	-	-1
18	62700001	-1	-1	2	-1	2	-	-1
18	62750001	-1	-1	2	-1	2	-	-1
18	62800001	-1	-1	2	-1	2	-	-1
18	62850001	-1	-1	2	-1	2	-	-1
18	62900001	-1	-1	2	-1	2	-	-1
18	62950001	-1	-1	2	-1	2	-	-1
18	63000001	-1	-1	2	-1	2	-	-1
18	63050001	-1	-1	2	-1	2	-	-1
18	63100001	-1	-1	2	-1	2	-	-1
18	63150001	-1	-1	2	-1	2	-	-1
18	63200001	-1	-1	2	-1	2	-	-1
18	63250001	-1	-1	2	-1	2	-	-1
18	63300001	-1	-1	2	-1	2	-	-1
18	63350001	-1	-1	2	-1	2	-	-1
18	63400001	-1	-1	2	-1	2	-	-1
18	63450001	-1	-1	2	-1	2	-	-1
18	63500001	-1	-1	2	-1	2	-	-1
18	63550001	-1	-1	2	-1	2	-	-1
18	63600001	-1	-1	2	-1	2	-	-1
18	63650001	-1	-1	2	-1	2	-	-1
18	63700001	-1	-1	2	-1	2	-	-1
18	63750001	-1	-1	2	-1	2	-	-1
18	63800001	-1	-1	2	-1	2	-	-1
18	63850001	-1	-1	2	-1	2	-	-1
18	63900001	-1	-1	2	-1	2	-	-1
18	63950001	-1	-1	2	-1	2	-	-1
18	64000001	-1	-1	2	-1	2	-	-1
18	64050001	-1	-1	2	-1	2	-	-1
18	64100001	-1	-1	2	-1	2	-	-1
18	64150001	-1	-1	2	-1	2	-	-1
18	64200001	-1	-1	2	-1	2	-	-1
18	64250001	-1	-1	2	-1	2	-	-1
18	64300001	-1	-1	2	-1	2	-	-1
18	64350001	-1	-1	2	-1	2	-	-1
18	64400001	-1	-1	2	-1	2	-	-1
18	64450001	-1	-1	2	-1	2	-	-1
18	64500001	-1	-1	2	-1	2	-	-1
18	64550001	-1	-1	2	-1	2	-	-1
18	64600001	-1	-1	2	-1	2	-	-1
18	64650001	-1	-1	2	-1	2	-	-1
18	64700001	-1	-1	2	-1	2	-	-1
18	64750001	-1	-1	2	-1	2	-	-1
18	64800001	-1	-1	2	-1	2	-	-1
18	64850001	-1	-1	2	-1	2	-	-1
18	64900001	-1	-1	2	-1	2	-	-1
18	64950001	-1	-1	2	-1	2	-	-1
18	65000001	-1	-1	2	-1	2	-	-1
18	65050001	-1	-1	2	-1	2	-	-1
18	65100001	-1	-1	2	-1	2	-	-1
18	65150001	-1	-1	2	-1	2	-	-1
18	65200001	-1	-1	2	-1	2	-	-1
18	65250001	-1	-1	2	-1	2	-	-1
18	65300001	-1	-1	2	-1	2	-	-1
18	65350001	-1	-1	2	-1	2	-	-1
18	65400001	-1	-1	2	-1	2	-	-1
18	65450001	-1	-1	2	-1	2	-	-1
18	65500001	-1	-1	2	-1	2	-	-1
18	65550001	-1	-1	2	-1	2	-	-1
18	65600001	-1	-1	2	-1	2	-	-1
18	65650001	-1	-1	2	-1	2	-	-1
18	65700001	-1	-1	2	-1	2	-	-1
18	65750001	-1	-1	2	-1	2	-	-1
18	65800001	-1	-1	2	-1	2	-	-1
18	65850001	-1	-1	2	-1	2	-	-1
18	65900001	-1	-1	2	-1	2	-	-1
18	65950001	-1	-1	2	-1	2	-	-1
18	66000001	-1	-1	2	-1	2	-	-1
18	66050001	-1	-1	2	-1	2	-	-1
18	66100001	-1	-1	2	-1	2	-	-1
18	66150001	-1	-1	2	-1	2	-	-1
18	66200001	-1	-1	2	-1	2	-	-1
18	66250001	-1	-1	2	-1	2	-	-1
18	66300001	-1	-1	2	-1	2	-	-1
18	66350001	-1	-1	2	-1	2	-	-1
18	66400001	-1	-1	2	-1	2	-	-1
18	66450001	-1	-1	2	-1	2	-	-1
18	66500001	-1	-1	2	-1	2	-	-1
18	66550001	-1	-1	2	-1	2	-	-1
18	66600001	-1	-1	2	-1	2	-	-1
18	66650001	-1	-1	2	-1	2	-	-1
18	66700001	-1	-1	2	-1	2	-	-1
18	66750001	-1	-1	2	-1	2	-	-1
18	66800001	-1	-1	2	-1	2	-	-1
18	66850001	-1	-1	2	-1	2	-	-1
18	66900001	-1	-1	2	-1	2	-	-1
18	66950001	-1	-1	2	-1	2	-	-1
18	67000001	-1	-1	2	-1	2	-	-1
18	67050001	-1	-1	2	-1	2	-	-1
18	67100001	-1	-1	2	-1	2	-	-1
18	67150001	-1	-1	2	-1	2	-	-1
18	67200001	-1	-1	2	-1	2	-	-1
18	67250001	-1	-1	2	-1	2	-	-1
18	67300001	-1	-1	2	-1	2	-	-1
18	67350001	-1	-1	2	-1	2	-	-1
18	67400001	-1	-1	2	-1	2	-	-1
18	67450001	-1	-1	2	-1	2	-	-1
18	67500001	-1	-1	2	-1	2	-	-1
18	67550001	-1	-1	2	-1	2	-	-1
18	67600001	-1	-1	2	-1	2	-	-1
18	67650001	-1	-1	2	-1	2	-	-1
18	67700001	-1	-1	2	-1	2	-	-1
18	67750001	-1	-1	2	-1	2	-	-1
18	67800001	-1	-1	2	-1	2	-	-1
18	67850001	-1	-1	2	-1	2	-	-1
18	67900001	-1	-1	2	-1	2	-	-1
18	67950001	-1	-1	2	-1	2	-	-1
18	68000001	-1	-1	2	-1	2	-	-1
18	68050001	-1	-1	2	-1	2	-	-1
18	68100001	-1	-1	2	-1	2	-	-1
18	68150001	-1	-1	2	-1	2	-	-1
18	68200001	-1	-1	2	-1	2	-	-1
18	68250001	-1	-1	2	-1	2	-	-1
18	68300001	-1	-1	2	-1	2	-	-1
18	68350001	-1	-1	2	-1	2	-	-1
18	68400001	-1	-1	2	-1	2	-	-1
18	68450001	-1	-1	2	-1	2	-	-1
18	68500001	-1	-1	2	-1	2	-	-1
18	68550001	-1	-1	2	-1	2	-	-1
18	68600001	-1	-1	2	-1	2	-	-1
18	68650001	-1	-1	2	-1	2	-	-1
18	68700001	-1	-1	2	-1	2	-	-1
18	68750001	-1	-1	2	-1	2	-	-1
18	68800001	-1	-1	2	-1	2	-	-1
18	68850001	-1	-1	2	-1	2	-	-1
18	68900001	-1	-1	2	-1	2	-	-1
18	68950001	-1	-1	2	-1	2	-	-1
18	69000001	-1	-1	2	-1	2	-	-1
18	69050001	-1	-1	2	-1	2	-	-1
18	69100001	-1	-1	2	-1	2	-	-1
18	69150001	-1	-1	2	-1	2	-	-1
18	69200001	-1	-1	2	-1	2	-	-1
18	69250001	-1	-1	2	-1	2	-	-1
18	69300001	-1	-1	2	-1	2	-	-1
18	69350001	-1	-1	2	-1	2	-	-1
18	69400001	-1	-1	2	-1	2	-	-1
18	69450001	-1	-1	2	-1	2	-	-1
18	69500001	-1	-1	2	-1	2	-	-1
18	69550001	-1	-1	2	-1	2	-	-1
18	69600001	-1	-1	2	-1	2	-	-1
18	69650001	-1	-1	2	-1	2	-	-1
18	69700001	-1	-1	2	-1	2	-	-1
18	69750001	-1	-1	2	-1	2	-	-1
18	69800001	-1	-1	2	-1	2	-	-1
18	69850001	-1	-1	2	-1	2	-	-1
18	69900001	-1	-1	2	-1	2	-	-1
18	69950001	-1	-1	2	-1	2	-	-1
18	70000001	-1	-1	2	-1	2	-	-1
18	70050001	-1	-1	2	-1	2	-	-1
18	70100001	-1	-1	2	-1	2	-	-1
18	70150001	-1	-1	2	-1	2	-	-1
18	70200001	-1	-1	2	-1	2	-	-1
18	70250001	-1	-1	2	-1	2	-	-1
18	70300001	-1	-1	2	-1	2	-	-1
18	70350001	-1	-1	2	-1	2	-	-1
18	70400001	-1	-1	2	-1	2	-	-1
18	70450001	-1	-1	2	-1	2	-	-1
18	70500001	-1	-1	2	-1	2	-	-1
18	70550001	-1	-1	2	-1	2	-	-1
18	70600001	-1	-1	2	-1	2	-	-1
18	70650001	-1	-1	2	-1	2	-	-1
18	70700001	-1	-1	2	-1	2	-	-1
18	70750001	-1	-1	2	-1	2	-	-1
18	70800001	-1	-1	2	-1	2	-	-1
18	70850001	-1	-1	2	-1	2	-	-1
18	70900001	-1	-1	2	-1	2	-	-1
18	70950001	-1	-1	2	-1	2	-	-1
18	71000001	-1	-1	2	-1	2	-	-1
18	71050001	-1	-1	2	-1	2	-	-1
18	71100001	-1	-1	2	-1	2	-	-1
18	71150001	-1	-1	2	-1	2	-	-1
18	71200001	-1	-1	2	-1	2	-	-1
18	71250001	-1	-1	2	-1	2	-	-1
18	71300001	-1	-1	2	-1	2	-	-1
18	71350001	-1	-1	2	-1	2	-	-1
18	71400001	-1	-1	2	-1	2	-	-1
18	71450001	-1	-1	2	-1	2	-	-1
18	71500001	-1	-1	2	-1	2	-	-1
18	71550001	-1	-1	2	-1	2	-	-1
18	71600001	-1	-1	2	-1	2	-	-1
18	71650001	-1	-1	2	-1	2	-	-1
18	71700001	-1	-1	2	-1	2	-	-1
18	71750001	-1	-1	2	-1	2	-	-1
18	71800001	-1	-1	2	-1	2	-	-1
18	71850001	-1	-1	2	-1	2	-	-1
18	71900001	-1	-1	2	-1	2	-	-1
18	71950001	-1	-1	2	-1	2	-	-1
18	72000001	-1	-1	2	-1	2	-	-1
18	72050001	-1	-1	2	-1	2	-	-1
18	72100001	-1	-1	2	-1	2	-	-1
18	72150001	-1	-1	2	-1	2	-	-1
18	72200001	-1	-1	2	-1	2	-	-1
18	72250001	-1	-1	2	-1	2	-	-1
18	72300001	-1	-1	2	-1	2	-	-1
18	72350001	-1	-1	2	-1	2	-	-1
18	72400001	-1	-1	2	-1	2	-	-1
18	72450001	-1	-1	2	-1	2	-	-1
18	72500001	-1	-1	2	-1	2	-	-1
18	72550001	-1	-1	2	-1	2	-	-1
18	72600001	-1	-1	2	-1	2	-	-1
18	72650001	-1	-1	2	-1	2	-	-1
18	72700001	-1	-1	2	-1	2	-	-1
18	72750001	-1	-1	2	-1	2	-	-1
18	72800001	-1	-1	2	-1	2	-	-1
18	72850001	-1	-1	2	-1	2	-	-1
18	72900001	-1	-1	2	-1	2	-	-1
18	72950001	-1	-1	2	-1	2	-	-1
18	73000001	-1	-1	2	-1	2	-	-1
18	73050001	-1	-1	2	-1	2	-	-1
18	73100001	-1	-1	2	-1	2	-	-1
18	73150001	-1	-1	2	-1	2	-	-1
18	73200001	-1	-1	2	-1	2	-	-1
18	73250001	-1	-1	2	-1	2	-	-1
18	73300001	-1	-1	2	-1	2	-	-1
18	73350001	-1	-1	2	-1	2	-	-1
18	73400001	-1	-1	2	-1	2	-	-1
18	73450001	-1	-1	2	-1	2	-	-1
18	73500001	-1	-1	2	-1	2	-	-1
18	73550001	-1	-1	2	-1	2	-	-1
18	73600001	-1	-1	2	-1	2	-	-1
18	73650001	-1	-1	2	-1	2	-	-1
18	73700001	-1	-1	2	-1	2	-	-1
18	73750001	-1	-1	2	-1	2	-	-1
18	73800001	-1	-1	2	-1	2	-	-1
18	73850001	-1	-1	2	-1	2	-	-1
18	73900001	-1	-1	2	-1	2	-	-1
18	73950001	-1	-1	2	-1	2	-	-1
18	74000001	-1	-1	2	-1	2	-	-1
18	74050001	-1	-1	2	-1	2	-	-1
18	74100001	-1	-1	2	-1	2	-	-1
18	74150001	-1	-1	2	-1	2	-	-1
18	74200001	-1	-1	2	-1	2	-	-1
18	74250001	-1	-1	2	-1	2	-	-1
18	74300001	-1	-1	2	-1	2	-	-1
18	74350001	-1	-1	2	-1	2	-	-1
18	74400001	-1	-1	2	-1	2	-	-1
18	74450001	-1	-1	2	-1	2	-	-1
18	74500001	-1	-1	2	-1	2	-	-1
18	74550001	-1	-1	2	-1	2	-	-1
18	74600001	-1	-1	2	-1	2	-	-1
18	74650001	-1	-1	2	-1	2	-	-1
18	74700001	-1	-1	2	-1	2	-	-1
18	74750001	-1	-1	2	-1	2	-	-1
18	74800001	-1	-1	2	-1	2	-	-1
18	74850001	-1	-1	2	-1	2	-	-1
18	74900001	-1	-1	2	-1	2	-	-1
18	74950001	-1	-1	2	-1	2	-	-1
18	75000001	-1	-1	2	-1	2	-	-1
18	75050001	-1	-1	2	-1	2	-	-1
18	75100001	-1	-1	2	-1	2	-	-1
18	75150001	-1	-1	2	-1	2	-	-1
18	75200001	-1	-1	2	-1	2	-	-1
18	75250001	-1	-1	2	-1	2	-	-1
18	75300001	-1	-1	2	-1	2	-	-1
18	75350001	-1	-1	2	-1	2	-	-1
18	75400001	-1	-1	2	-1	2	-	-1
18	75450001	-1	-1	2	-1	2	-	-1
18	75500001	-1	-1	2	-1	2	-	-1
18	75550001	-1	-1	2	-1	2	-	-1
18	75600001	-1	-1	2	-1	2	-	-1
18	75650001	-1	-1	2	-1	2	-	-1
18	75700001	-1	-1	2	-1	2	-	-1
18	75750001	-1	-1	2	-1	2	-	-1
18	75800001	-1	-1	2	-1	2	-	-1
18	75850001	-1	-1	2	-1	2	-	-1
18	75900001	-1	-1	2	-1	2	-	-1
18	75950001	-1	-1	2	-1	2	-	-1
18	76000001	-1	-1	2	-1	2	-	-1
18	76050001	-1	-1	2	-1	2	-	-1
18	76100001	-1	-1	2	-1	2	-	-1
18	76150001	-1	-1	2	-1	2	-	-1
18	76200001	-1	-1	2	-1	2	-	-1
